S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
3792,19/08/2020,Karnataka,240948,79798,156949,4201
3793,20/08/2020,Karnataka,249590,81113,164150,4327
3794,21/08/2020,Karnataka,256975,82165,170381,4429
3795,22/08/2020,Karnataka,264546,83082,176942,4522
3796,23/08/2020,Karnataka,271876,82693,184568,4615
3797,24/08/2020,Karnataka,277814,83567,189564,4683
3798,25/08/2020,Karnataka,283665,81230,197625,4810
3799,26/08/2020,Karnataka,291826,82429,204439,4958
3800,27/08/2020,Karnataka,300406,83627,211688,5091
3801,28/08/2020,Karnataka,309792,85006,219554,5232
3802,29/08/2020,Karnataka,318752,86366,227018,5368
3803,30/08/2020,Karnataka,327076,86465,235128,5483
3804,31/08/2020,Karnataka,335928,88110,242229,5589
3805,01/09/2020,Karnataka,342423,87254,249467,5702
3806,02/09/2020,Karnataka,351481,91018,254626,5837
3807,03/09/2020,Karnataka,361341,94478,260913,5950
3808,04/09/2020,Karnataka,370206,96117,268035,6054
3809,05/09/2020,Karnataka,379486,99120,274196,6170
3810,06/09/2020,Karnataka,389232,99636,283298,6298
3811,07/09/2020,Karnataka,398551,99285,292873,6393
3812,08/09/2020,Karnataka,404324,97020,300770,6534
3813,09/09/2020,Karnataka,412190,96937,308573,6680
3814,10/09/2020,Karnataka,421730,99489,315433,6808
3815,11/09/2020,Karnataka,430947,101556,322454,6937
3816,12/09/2020,Karnataka,440411,98345,334999,7067
3817,13/09/2020,Karnataka,449551,97834,344556,7161
3818,14/09/2020,Karnataka,459445,99222,352958,7265
3819,15/09/2020,Karnataka,467689,98482,361823,7384
3820,16/09/2020,Karnataka,475265,98555,369229,7481
3821,17/09/2020,Karnataka,484990,101645,375809,7536
3822,18/09/2020,Karnataka,494356,103650,383077,7629
3823,19/09/2020,Karnataka,502982,101148,394026,7808
3824,20/09/2020,Karnataka,511346,98583,404841,7922
3825,21/09/2020,Karnataka,519537,98062,413452,8023
3826,22/09/2020,Karnataka,526876,95354,423377,8145
3827,23/09/2020,Karnataka,533850,93172,432450,8228
3828,24/09/2020,Karnataka,540847,94671,437910,8266
3829,25/09/2020,Karnataka,548557,95568,444658,8331
3830,26/09/2020,Karnataka,557212,98493,450302,8417
3831,27/09/2020,Karnataka,566023,101801,455719,8503
3832,28/09/2020,Karnataka,575566,104743,462241,8582
3833,29/09/2020,Karnataka,582458,104067,469750,8641
3834,30/09/2020,Karnataka,592911,107756,476378,8777
3835,01/10/2020,Karnataka,601767,107635,485268,8864
3836,02/10/2020,Karnataka,611837,110431,492412,8994
3837,03/10/2020,Karnataka,620630,112005,499506,9119
3838,04/10/2020,Karnataka,630516,112802,508495,9219
3839,05/10/2020,Karnataka,640661,115593,515782,9286
3840,06/10/2020,Karnataka,647712,115496,522846,9370
3841,07/10/2020,Karnataka,657705,115170,533074,9461
3842,08/10/2020,Karnataka,668652,116172,542906,9574
3843,09/10/2020,Karnataka,679356,117162,552519,9675
3844,10/10/2020,Karnataka,690269,118870,561610,9789
3845,11/10/2020,Karnataka,700786,120948,569947,9891
3846,12/10/2020,Karnataka,710309,120289,580054,9966
3847,13/10/2020,Karnataka,717915,115795,592084,10036
3848,14/10/2020,Karnataka,726106,113478,602505,10123
3849,15/10/2020,Karnataka,735371,114006,611167,10198
3850,16/10/2020,Karnataka,743848,113557,620008,10283
3851,17/10/2020,Karnataka,751390,112446,628588,10356
3852,18/10/2020,Karnataka,758574,110666,637481,10427
3853,19/10/2020,Karnataka,765586,109283,645825,10478
3854,20/10/2020,Karnataka,770604,106233,653829,10542
3855,21/10/2020,Karnataka,776901,103964,662329,10608
3856,22/10/2020,Karnataka,782773,100459,671618,10696
3857,23/10/2020,Karnataka,788551,92946,684835,10770
3858,24/10/2020,Karnataka,793907,89502,693584,10821
3859,25/10/2020,Karnataka,798378,86768,700737,10873
3860,26/10/2020,Karnataka,802817,81069,710843,10905
3861,27/10/2020,Karnataka,805947,75442,719558,10947
3862,28/10/2020,Karnataka,809638,71349,727298,10991
3863,29/10/2020,Karnataka,812784,68180,733558,11046
3864,30/10/2020,Karnataka,816809,64499,741219,11091
3865,31/10/2020,Karnataka,820398,59518,749740,11140
3866,01/11/2020,Karnataka,823412,55036,757208,11168
3867,02/11/2020,Karnataka,827064,50611,765261,11192
3868,03/11/2020,Karnataka,829640,44824,773595,11221
3869,04/11/2020,Karnataka,832396,40414,780735,11247
3870,05/11/2020,Karnataka,835773,35712,788780,11281
3871,12/03/2020,Kerala,17,14,3,0
3872,13/03/2020,Kerala,17,14,3,0
3873,14/03/2020,Kerala,19,16,3,0
3874,15/03/2020,Kerala,22,19,3,0
3875,16/03/2020,Kerala,23,20,3,0
3876,17/03/2020,Kerala,26,23,3,0
3877,18/03/2020,Kerala,27,24,3,0
3878,19/03/2020,Kerala,27,24,3,0
3879,20/03/2020,Kerala,28,25,3,0
3880,21/03/2020,Kerala,40,37,3,0
3881,22/03/2020,Kerala,52,49,3,0
3882,23/03/2020,Kerala,67,64,3,0
3883,24/03/2020,Kerala,95,91,4,0
3884,25/03/2020,Kerala,95,91,4,0
3885,26/03/2020,Kerala,118,114,4,0
3886,27/03/2020,Kerala,137,126,11,0
3887,28/03/2020,Kerala,176,165,11,0
3888,29/03/2020,Kerala,182,166,15,1
3889,30/03/2020,Kerala,194,174,19,1
3890,31/03/2020,Kerala,234,214,19,1
3891,01/04/2020,Kerala,241,216,23,2
3892,02/04/2020,Kerala,265,238,25,2
3893,03/04/2020,Kerala,286,257,27,2
3894,04/04/2020,Kerala,295,252,41,2
3895,05/04/2020,Kerala,306,255,49,2
3896,06/04/2020,Kerala,314,257,55,2
3897,07/04/2020,Kerala,327,267,58,2
3898,08/04/2020,Kerala,336,264,70,2
3899,09/04/2020,Kerala,345,260,83,2
3900,10/04/2020,Kerala,357,259,96,2
3901,11/04/2020,Kerala,364,239,123,2
3902,12/04/2020,Kerala,364,239,123,2
3903,13/04/2020,Kerala,376,195,179,2
3904,14/04/2020,Kerala,379,178,198,3
3905,15/04/2020,Kerala,387,173,211,3
3906,16/04/2020,Kerala,388,167,218,3
3907,17/04/2020,Kerala,395,147,245,3
3908,18/04/2020,Kerala,396,138,255,3
3909,19/04/2020,Kerala,400,140,257,3
3910,20/04/2020,Kerala,402,129,270,3
3911,21/04/2020,Kerala,408,114,291,3
3912,22/04/2020,Kerala,427,117,307,3
3913,23/04/2020,Kerala,438,112,323,3
3914,24/04/2020,Kerala,447,120,324,3
3915,25/04/2020,Kerala,450,116,331,3
3916,26/04/2020,Kerala,457,115,338,4
3917,27/04/2020,Kerala,458,116,338,4
3918,28/04/2020,Kerala,481,122,355,4
3919,29/04/2020,Kerala,485,122,359,4
3920,30/04/2020,Kerala,495,122,369,4
3921,01/05/2020,Kerala,497,110,383,4
3922,02/05/2020,Kerala,497,101,392,4
3923,03/05/2020,Kerala,499,95,400,4
3924,04/05/2020,Kerala,500,95,401,4
3925,05/05/2020,Kerala,500,34,462,4
3926,06/05/2020,Kerala,502,36,462,4
3927,07/05/2020,Kerala,503,30,469,4
3928,08/05/2020,Kerala,503,25,474,4
3929,09/05/2020,Kerala,503,15,484,4
3930,10/05/2020,Kerala,505,16,485,4
3931,11/05/2020,Kerala,512,19,489,4
3932,12/05/2020,Kerala,519,26,489,4
3933,13/05/2020,Kerala,524,31,489,4
3934,14/05/2020,Kerala,534,40,490,4
3935,15/05/2020,Kerala,560,65,491,4
3936,16/05/2020,Kerala,576,80,492,4
3937,17/05/2020,Kerala,587,88,495,4
3938,18/05/2020,Kerala,601,100,497,4
3939,19/05/2020,Kerala,630,129,497,4
3940,20/05/2020,Kerala,642,141,497,4
3941,21/05/2020,Kerala,666,160,502,4
3942,22/05/2020,Kerala,690,176,510,4
3943,23/05/2020,Kerala,732,216,512,4
3944,24/05/2020,Kerala,795,276,515,4
3945,25/05/2020,Kerala,847,322,521,4
3946,26/05/2020,Kerala,896,359,532,5
3947,27/05/2020,Kerala,963,415,542,6
3948,28/05/2020,Kerala,1004,445,552,7
3949,29/05/2020,Kerala,1088,526,555,7
3950,30/05/2020,Kerala,1150,577,565,8
3951,31/05/2020,Kerala,1208,624,575,9
3952,01/06/2020,Kerala,1269,670,590,9
3953,02/06/2020,Kerala,1326,708,608,10
3954,03/06/2020,Kerala,1412,774,627,11
3955,04/06/2020,Kerala,1494,832,651,11
3956,05/06/2020,Kerala,1588,884,690,14
3957,06/06/2020,Kerala,1699,973,712,14
3958,07/06/2020,Kerala,1807,1030,762,15
3959,08/06/2020,Kerala,1914,1096,803,15
3960,09/06/2020,Kerala,2005,1175,814,16
3961,10/06/2020,Kerala,2096,1232,848,16
3962,11/06/2020,Kerala,2161,1238,905,18
3963,12/06/2020,Kerala,2244,1258,968,18
3964,13/06/2020,Kerala,2322,1303,1000,19
3965,14/06/2020,Kerala,2407,1342,1046,19
3966,15/06/2020,Kerala,2461,1340,1102,19
3967,16/06/2020,Kerala,2543,1348,1175,20
3968,17/06/2020,Kerala,2622,1366,1236,20
3969,18/06/2020,Kerala,2697,1351,1326,20
3970,19/06/2020,Kerala,2794,1358,1415,21
3971,20/06/2020,Kerala,2912,1380,1511,21
3972,21/06/2020,Kerala,3039,1450,1568,21
3973,22/06/2020,Kerala,3172,1490,1661,21
3974,23/06/2020,Kerala,3310,1540,1749,21
3975,24/06/2020,Kerala,3451,1620,1809,22
3976,25/06/2020,Kerala,3603,1693,1888,22
3977,26/06/2020,Kerala,3726,1761,1943,22
3978,27/06/2020,Kerala,3876,1846,2008,22
3979,28/06/2020,Kerala,4071,1939,2110,22
3980,29/06/2020,Kerala,4189,2015,2152,22
3981,30/06/2020,Kerala,4189,2015,2152,22
3982,01/07/2020,Kerala,4442,2112,2306,24
3983,02/07/2020,Kerala,4593,2130,2439,24
3984,03/07/2020,Kerala,4753,2088,2640,25
3985,04/07/2020,Kerala,4964,2098,2841,25
3986,05/07/2020,Kerala,5204,2131,3048,25
3987,06/07/2020,Kerala,5429,2230,3174,25
3988,07/07/2020,Kerala,5622,2254,3341,27
3989,08/07/2020,Kerala,5894,2415,3452,27
3990,09/07/2020,Kerala,6195,2609,3559,27
3991,10/07/2020,Kerala,6534,2799,3708,27
3992,11/07/2020,Kerala,6950,3103,3820,27
3993,12/07/2020,Kerala,7438,3446,3963,29
3994,13/07/2020,Kerala,7873,3747,4095,31
3995,14/07/2020,Kerala,8322,4032,4257,33
3996,15/07/2020,Kerala,8930,4458,4438,34
3997,16/07/2020,Kerala,9553,4884,4634,35
3998,17/07/2020,Kerala,10275,5376,4862,37
3999,18/07/2020,Kerala,11066,6033,4995,38
4000,19/07/2020,Kerala,11659,6420,5199,40
4001,20/07/2020,Kerala,12480,7067,5371,42
4002,21/07/2020,Kerala,13274,7615,5616,43
4003,22/07/2020,Kerala,13994,8060,5890,44
4004,23/07/2020,Kerala,15032,8825,6162,45
4005,24/07/2020,Kerala,16110,9466,6594,50
4006,25/07/2020,Kerala,16995,9379,7562,54
4007,26/07/2020,Kerala,18098,9428,8611,59
4008,27/07/2020,Kerala,19025,9664,9300,61
4009,28/07/2020,Kerala,19727,9619,10045,63
4010,29/07/2020,Kerala,20894,10103,10724,67
4011,30/07/2020,Kerala,21797,10364,11365,68
4012,31/07/2020,Kerala,22303,10074,12159,70
4013,01/08/2020,Kerala,23613,10517,13023,73
4014,02/08/2020,Kerala,24742,10886,13775,81
4015,03/08/2020,Kerala,25911,11366,14463,82
4016,04/08/2020,Kerala,26873,11511,15278,84
4017,05/08/2020,Kerala,27956,11570,16299,87
4018,06/08/2020,Kerala,29151,11524,17533,94
4019,07/08/2020,Kerala,30449,12019,18333,97
4020,08/08/2020,Kerala,31700,12451,19147,102
4021,09/08/2020,Kerala,33120,12152,20862,106
4022,10/08/2020,Kerala,34331,12391,21832,108
4023,11/08/2020,Kerala,35515,12784,22616,115
4024,12/08/2020,Kerala,36932,12770,24042,120
4025,13/08/2020,Kerala,38144,13096,24922,126
4026,14/08/2020,Kerala,39708,13891,25688,129
4027,15/08/2020,Kerala,41277,14146,26992,139
4028,16/08/2020,Kerala,42885,14944,27795,146
4029,17/08/2020,Kerala,44415,15365,28894,156
4030,18/08/2020,Kerala,46140,15946,30025,169
4031,19/08/2020,Kerala,47898,16333,31390,175
4032,20/08/2020,Kerala,50231,17442,32607,182
4033,21/08/2020,Kerala,52199,18184,33824,191
4034,22/08/2020,Kerala,54182,18736,35243,203
4035,23/08/2020,Kerala,56354,19601,36535,218
4036,24/08/2020,Kerala,58262,20394,37645,223
4037,25/08/2020,Kerala,59504,20387,38883,234
4038,26/08/2020,Kerala,61879,21296,40339,244
4039,27/08/2020,Kerala,64355,22408,41690,257
4040,28/08/2020,Kerala,66761,22737,43757,267
4041,29/08/2020,Kerala,69304,23176,45854,274
4042,30/08/2020,Kerala,71701,23342,48079,280
4043,31/08/2020,Kerala,73855,23719,49849,287
4044,01/09/2020,Kerala,75385,23553,51538,294
4045,02/09/2020,Kerala,76525,22578,53649,298
4046,03/09/2020,Kerala,78072,21989,55778,305
4047,04/09/2020,Kerala,79625,21582,57728,315
4048,05/09/2020,Kerala,82104,21334,60444,326
4049,06/09/2020,Kerala,84759,21867,62555,337
4050,07/09/2020,Kerala,87841,22743,64751,347
4051,08/09/2020,Kerala,89489,22133,66997,359
4052,09/09/2020,Kerala,92515,23280,68863,372
4053,10/09/2020,Kerala,95917,24616,70917,384
4054,11/09/2020,Kerala,99266,26292,72578,396
4055,12/09/2020,Kerala,102254,27944,73900,410
4056,13/09/2020,Kerala,105139,28870,75844,425
4057,14/09/2020,Kerala,108278,30140,77699,439
4058,15/09/2020,Kerala,110818,30555,79809,454
4059,16/09/2020,Kerala,114033,31226,82341,466
4060,17/09/2020,Kerala,117863,32775,84608,480
4061,18/09/2020,Kerala,122214,34380,87345,489
4062,19/09/2020,Kerala,126381,35795,90085,501
4063,20/09/2020,Kerala,131005,37535,92951,519
4064,21/09/2020,Kerala,135721,39484,95702,535
4065,22/09/2020,Kerala,138631,39354,98724,553
4066,23/09/2020,Kerala,142756,40453,101731,572
4067,24/09/2020,Kerala,148132,42858,104682,592
4068,25/09/2020,Kerala,154456,45993,107850,613
4069,26/09/2020,Kerala,160933,48967,111331,635
4070,27/09/2020,Kerala,167939,52753,114530,656
4071,28/09/2020,Kerala,175384,56786,117921,677
4072,29/09/2020,Kerala,179922,57957,121268,697
4073,30/09/2020,Kerala,187276,61869,124688,719
4074,01/10/2020,Kerala,196106,67140,128224,742
4075,02/10/2020,Kerala,204241,72418,131052,771
4076,03/10/2020,Kerala,213499,77564,135144,791
4077,04/10/2020,Kerala,221333,80900,139620,813
4078,05/10/2020,Kerala,229886,84579,144471,836
4079,06/10/2020,Kerala,234928,84958,149111,859
4080,07/10/2020,Kerala,242799,87823,154092,884
4081,08/10/2020,Kerala,253405,92246,160253,906
4082,09/10/2020,Kerala,258850,90664,167256,930
4083,10/10/2020,Kerala,268100,91841,175304,955
4084,11/10/2020,Kerala,279855,96003,182874,978
4085,12/10/2020,Kerala,289202,96401,191798,1003
4086,13/10/2020,Kerala,295132,94473,199634,1025
4087,14/10/2020,Kerala,303896,95493,207357,1046
4088,15/10/2020,Kerala,310140,93925,215149,1066
4089,16/10/2020,Kerala,317929,94609,222231,1089
4090,17/10/2020,Kerala,325212,95101,228998,1113
4091,18/10/2020,Kerala,334228,96100,236989,1139
4092,19/10/2020,Kerala,341859,95299,245399,1161
4093,20/10/2020,Kerala,346881,92831,252868,1182
4094,21/10/2020,Kerala,353472,92023,260243,1206
4095,22/10/2020,Kerala,361841,93527,267082,1232
4096,23/10/2020,Kerala,369323,93393,274675,1255
4097,24/10/2020,Kerala,377834,95760,280793,1281
4098,25/10/2020,Kerala,386087,97520,287261,1306
4099,26/10/2020,Kerala,392930,96688,294910,1332
4100,27/10/2020,Kerala,397217,93848,302017,1352
4101,28/10/2020,Kerala,402674,92266,309032,1376
4102,29/10/2020,Kerala,411464,93369,316692,1403
4103,30/10/2020,Kerala,418484,91889,325166,1429
4104,31/10/2020,Kerala,425122,90671,332994,1457
4105,01/11/2020,Kerala,433105,91297,340324,1484
4106,02/11/2020,Kerala,440130,89783,348835,1512
4107,03/11/2020,Kerala,444268,86792,355943,1533
4108,04/11/2020,Kerala,451130,84826,364745,1559
4109,05/11/2020,Kerala,459646,85108,372951,1587
4110,12/03/2020,Ladakh,3,3,0,0
4111,13/03/2020,Ladakh,3,3,0,0
4112,14/03/2020,Ladakh,3,3,0,0
4113,15/03/2020,Ladakh,3,3,0,0
4114,16/03/2020,Ladakh,4,4,0,0
4115,17/03/2020,Ladakh,6,6,0,0
4116,18/03/2020,Ladakh,8,8,0,0
4117,19/03/2020,Ladakh,8,8,0,0
4118,20/03/2020,Ladakh,10,10,0,0
4119,21/03/2020,Ladakh,13,13,0,0
4120,22/03/2020,Ladakh,13,13,0,0
4121,23/03/2020,Ladakh,13,13,0,0
4122,24/03/2020,Ladakh,13,13,0,0
4123,25/03/2020,Ladakh,13,13,0,0
4124,26/03/2020,Ladakh,13,13,0,0
4125,27/03/2020,Ladakh,13,10,3,0
4126,28/03/2020,Ladakh,13,10,3,0
4127,29/03/2020,Ladakh,13,10,3,0
4128,30/03/2020,Ladakh,13,10,3,0
4129,31/03/2020,Ladakh,13,10,3,0
4130,01/04/2020,Ladakh,13,10,3,0
4131,02/04/2020,Ladakh,13,10,3,0
4132,03/04/2020,Ladakh,14,11,3,0
4133,04/04/2020,Ladakh,14,11,3,0
4134,05/04/2020,Ladakh,14,4,10,0
4135,06/04/2020,Ladakh,14,4,10,0
4136,07/04/2020,Ladakh,14,4,10,0
4137,08/04/2020,Ladakh,14,4,10,0
4138,09/04/2020,Ladakh,14,4,10,0
4139,10/04/2020,Ladakh,15,5,10,0
4140,11/04/2020,Ladakh,15,5,10,0
4141,12/04/2020,Ladakh,15,5,10,0
4142,13/04/2020,Ladakh,15,5,10,0
4143,14/04/2020,Ladakh,15,5,10,0
4144,15/04/2020,Ladakh,17,7,10,0
4145,16/04/2020,Ladakh,17,7,10,0
4146,17/04/2020,Ladakh,18,4,14,0
4147,18/04/2020,Ladakh,18,4,14,0
4148,19/04/2020,Ladakh,18,4,14,0
4149,20/04/2020,Ladakh,18,4,14,0
4150,21/04/2020,Ladakh,18,4,14,0
4151,22/04/2020,Ladakh,18,4,14,0
4152,23/04/2020,Ladakh,18,4,14,0
4153,24/04/2020,Ladakh,18,4,14,0
4154,25/04/2020,Ladakh,20,6,14,0
4155,26/04/2020,Ladakh,20,6,14,0
4156,27/04/2020,Ladakh,20,6,14,0
4157,28/04/2020,Ladakh,20,6,14,0
4158,29/04/2020,Ladakh,22,6,16,0
4159,30/04/2020,Ladakh,22,6,16,0
4160,01/05/2020,Ladakh,22,6,16,0
4161,02/05/2020,Ladakh,22,5,17,0
4162,03/05/2020,Ladakh,22,5,17,0
4163,04/05/2020,Ladakh,41,24,17,0
4164,05/05/2020,Ladakh,41,24,17,0
4165,06/05/2020,Ladakh,41,24,17,0
4166,07/05/2020,Ladakh,41,24,17,0
4167,08/05/2020,Ladakh,42,25,17,0
4168,09/05/2020,Ladakh,42,25,17,0
4169,10/05/2020,Ladakh,42,25,17,0
4170,11/05/2020,Ladakh,42,21,21,0
4171,12/05/2020,Ladakh,42,21,21,0
4172,13/05/2020,Ladakh,42,21,21,0
4173,14/05/2020,Ladakh,43,21,22,0
4174,15/05/2020,Ladakh,43,21,22,0
4175,16/05/2020,Ladakh,43,21,22,0
4176,17/05/2020,Ladakh,43,21,22,0
4177,18/05/2020,Ladakh,43,19,24,0
4178,19/05/2020,Ladakh,43,2,41,0
4179,20/05/2020,Ladakh,43,0,43,0
4180,21/05/2020,Ladakh,44,1,43,0
4181,22/05/2020,Ladakh,44,1,43,0
4182,23/05/2020,Ladakh,44,1,43,0
4183,24/05/2020,Ladakh,49,6,43,0
4184,25/05/2020,Ladakh,52,9,43,0
4185,26/05/2020,Ladakh,52,9,43,0
4186,27/05/2020,Ladakh,53,10,43,0
4187,28/05/2020,Ladakh,53,10,43,0
4188,29/05/2020,Ladakh,73,30,43,0
4189,30/05/2020,Ladakh,74,31,43,0
4190,31/05/2020,Ladakh,74,31,43,0
4191,01/06/2020,Ladakh,74,31,43,0
4192,02/06/2020,Ladakh,77,34,43,0
4193,03/06/2020,Ladakh,81,33,47,1
4194,04/06/2020,Ladakh,90,41,48,1
4195,05/06/2020,Ladakh,90,41,48,1
4196,06/06/2020,Ladakh,97,48,48,1
4197,07/06/2020,Ladakh,99,50,48,1
4198,08/06/2020,Ladakh,103,52,50,1
4199,09/06/2020,Ladakh,103,50,52,1
4200,10/06/2020,Ladakh,108,55,52,1
4201,11/06/2020,Ladakh,115,62,52,1
4202,12/06/2020,Ladakh,135,80,54,1
4203,13/06/2020,Ladakh,239,176,62,1
4204,14/06/2020,Ladakh,437,368,68,1
4205,15/06/2020,Ladakh,549,468,80,1
4206,16/06/2020,Ladakh,555,472,82,1
4207,17/06/2020,Ladakh,649,563,85,1
4208,18/06/2020,Ladakh,687,594,92,1
4209,19/06/2020,Ladakh,687,591,95,1
4210,20/06/2020,Ladakh,744,648,95,1
4211,21/06/2020,Ladakh,836,718,117,1
4212,22/06/2020,Ladakh,837,702,134,1
4213,23/06/2020,Ladakh,847,710,136,1
4214,24/06/2020,Ladakh,932,783,148,1
4215,25/06/2020,Ladakh,941,666,274,1
4216,26/06/2020,Ladakh,941,582,358,1
4217,27/06/2020,Ladakh,946,587,358,1
4218,28/06/2020,Ladakh,960,405,554,1
4219,29/06/2020,Ladakh,963,376,586,1
4220,30/06/2020,Ladakh,964,347,616,1
4221,01/07/2020,Ladakh,973,324,648,1
4222,02/07/2020,Ladakh,990,295,694,1
4223,03/07/2020,Ladakh,990,259,730,1
4224,04/07/2020,Ladakh,1001,223,777,1
4225,05/07/2020,Ladakh,1005,178,826,1
4226,06/07/2020,Ladakh,1005,178,826,1
4227,07/07/2020,Ladakh,1005,168,836,1
4228,08/07/2020,Ladakh,1041,204,836,1
4229,09/07/2020,Ladakh,1041,204,836,1
4230,10/07/2020,Ladakh,1055,139,915,1
4231,11/07/2020,Ladakh,1064,146,917,1
4232,12/07/2020,Ladakh,1077,148,928,1
4233,13/07/2020,Ladakh,1086,157,928,1
4234,14/07/2020,Ladakh,1093,146,946,1
4235,15/07/2020,Ladakh,1093,146,946,1
4236,16/07/2020,Ladakh,1142,177,964,1
4237,17/07/2020,Ladakh,1147,176,970,1
4238,18/07/2020,Ladakh,1151,177,973,1
4239,19/07/2020,Ladakh,1159,173,985,1
4240,20/07/2020,Ladakh,1178,173,1003,2
4241,21/07/2020,Ladakh,1195,186,1007,2
4242,22/07/2020,Ladakh,1198,186,1010,2
4243,23/07/2020,Ladakh,1206,186,1018,2
4244,24/07/2020,Ladakh,1210,183,1025,2
4245,25/07/2020,Ladakh,1246,209,1035,2
4246,26/07/2020,Ladakh,1276,216,1057,3
4247,27/07/2020,Ladakh,1285,218,1063,4
4248,28/07/2020,Ladakh,1306,236,1066,4
4249,29/07/2020,Ladakh,1327,254,1067,6
4250,30/07/2020,Ladakh,1347,261,1080,6
4251,31/07/2020,Ladakh,1378,277,1094,7
4252,01/08/2020,Ladakh,1404,302,1095,7
4253,02/08/2020,Ladakh,1462,347,1108,7
4254,03/08/2020,Ladakh,1466,351,1108,7
4255,04/08/2020,Ladakh,1485,369,1109,7
4256,05/08/2020,Ladakh,1534,400,1127,7
4257,06/08/2020,Ladakh,1592,421,1164,7
4258,07/08/2020,Ladakh,1595,411,1177,7
4259,08/08/2020,Ladakh,1614,411,1194,9
4260,09/08/2020,Ladakh,1639,416,1214,9
4261,10/08/2020,Ladakh,1688,457,1222,9
4262,11/08/2020,Ladakh,1717,471,1237,9
4263,12/08/2020,Ladakh,1770,506,1255,9
4264,13/08/2020,Ladakh,1811,528,1274,9
4265,14/08/2020,Ladakh,1849,558,1282,9
4266,15/08/2020,Ladakh,1879,567,1303,9
4267,16/08/2020,Ladakh,1909,592,1307,10
4268,17/08/2020,Ladakh,1948,578,1356,14
4269,18/08/2020,Ladakh,1966,584,1368,14
4270,19/08/2020,Ladakh,2010,598,1395,17
4271,20/08/2020,Ladakh,2048,633,1397,18
4272,21/08/2020,Ladakh,2077,623,1436,18
4273,22/08/2020,Ladakh,2133,665,1449,19
4274,23/08/2020,Ladakh,2210,720,1469,21
4275,24/08/2020,Ladakh,2279,765,1491,23
4276,25/08/2020,Ladakh,2330,790,1517,23
4277,26/08/2020,Ladakh,2420,847,1549,24
4278,27/08/2020,Ladakh,2451,846,1580,25
4279,28/08/2020,Ladakh,2492,825,1640,27
4280,29/08/2020,Ladakh,2540,798,1714,28
4281,30/08/2020,Ladakh,2603,826,1745,32
4282,31/08/2020,Ladakh,2638,847,1757,34
4283,01/09/2020,Ladakh,2681,773,1874,34
4284,02/09/2020,Ladakh,2733,720,1978,35
4285,03/09/2020,Ladakh,2785,743,2007,35
4286,04/09/2020,Ladakh,2840,766,2039,35
4287,05/09/2020,Ladakh,2935,815,2085,35
4288,06/09/2020,Ladakh,2996,834,2127,35
4289,07/09/2020,Ladakh,3036,850,2151,35
4290,08/09/2020,Ladakh,3064,818,2211,35
4291,09/09/2020,Ladakh,3102,856,2211,35
4292,10/09/2020,Ladakh,3142,778,2329,35
4293,11/09/2020,Ladakh,3177,775,2366,36
4294,12/09/2020,Ladakh,3228,803,2387,38
4295,13/09/2020,Ladakh,3294,841,2414,39
4296,14/09/2020,Ladakh,3345,869,2436,40
4297,15/09/2020,Ladakh,3419,903,2475,41
4298,16/09/2020,Ladakh,3499,938,2517,44
4299,17/09/2020,Ladakh,3535,953,2536,46
4300,18/09/2020,Ladakh,3576,972,2558,46
4301,19/09/2020,Ladakh,3635,987,2600,48
4302,20/09/2020,Ladakh,3708,993,2666,49
4303,21/09/2020,Ladakh,3753,1013,2691,49
4304,22/09/2020,Ladakh,3832,1047,2735,50
4305,23/09/2020,Ladakh,3887,1028,2809,50
4306,24/09/2020,Ladakh,3933,1038,2844,51
4307,25/09/2020,Ladakh,3969,1022,2893,54
4308,26/09/2020,Ladakh,4025,998,2971,56
4309,27/09/2020,Ladakh,4093,1018,3018,57
4310,28/09/2020,Ladakh,4103,1013,3032,58
4311,29/09/2020,Ladakh,4152,1030,3064,58
4312,30/09/2020,Ladakh,4195,1030,3107,58
4313,01/10/2020,Ladakh,4269,1064,3147,58
4314,02/10/2020,Ladakh,4360,1067,3232,61
4315,03/10/2020,Ladakh,4429,1094,3274,61
4316,04/10/2020,Ladakh,4477,1101,3315,61
4317,05/10/2020,Ladakh,4521,1106,3354,61
4318,06/10/2020,Ladakh,4641,1166,3414,61
4319,07/10/2020,Ladakh,4720,1195,3464,61
4320,08/10/2020,Ladakh,4802,1228,3511,63
4321,09/10/2020,Ladakh,4902,1299,3540,63
4322,10/10/2020,Ladakh,4987,1038,3886,63
4323,11/10/2020,Ladakh,5059,1022,3973,64
4324,12/10/2020,Ladakh,5081,980,4037,64
4325,13/10/2020,Ladakh,5151,961,4126,64
4326,14/10/2020,Ladakh,5238,969,4205,64
4327,15/10/2020,Ladakh,5304,979,4261,64
4328,16/10/2020,Ladakh,5393,1018,4310,65
4329,17/10/2020,Ladakh,5441,915,4461,65
4330,18/10/2020,Ladakh,5534,933,4535,66
4331,19/10/2020,Ladakh,5598,917,4615,66
4332,20/10/2020,Ladakh,5647,880,4701,66
4333,21/10/2020,Ladakh,5695,841,4787,67
4334,22/10/2020,Ladakh,5781,848,4865,68
4335,23/10/2020,Ladakh,5812,842,4902,68
4336,24/10/2020,Ladakh,5840,788,4984,68
4337,25/10/2020,Ladakh,5913,790,5052,71
4338,26/10/2020,Ladakh,5933,736,5126,71
4339,27/10/2020,Ladakh,5978,691,5216,71
